         1          1        221
         1          1       2324
         1          1       2739
         1          1       3199
         1          1       3895
         1          1       4182
         2          2       1598
         2          2       1909
         2          2       2513
         2          2       3154
         2          2       3273
         2          2       3556
         2          2       3796
         3          3        293
         3          3       2561
         4          4       1572
         4          4       1709
         4          4       2280
         4          4       2582
         4          4       2653
         4          4       2876
         4          4       2947
         4          4       2994
         4          4       3111
         5          5         29
         5          5        237
         5          5       2137
         5          5       2653
         5          5       4054
         5          5       4886
         6          6        194
         6          6       2699
         6          6       2725
         6          6       3905
         7          7        132
         7          7        187
         7          7        855
         7          7       1648
         7          7       2009
         7          7       2112
         7          7       3763
         8          8       1506
         8          8       1888
         8          8       4322
         8          8       4463
         8          8       4809
         9          9        432
         9          9        576
         9          9       1504
         9          9       4827
         9          9       4966
        10         10        571
        10         10        902
        10         10       2155
        10         10       3154
        10         10       4044
        11         11       1990
        11         11       2069
        11         11       2198
        11         11       2798
        11         11       2810
        11         11       4033
        12         12       1003
        12         12       1119
        12         12       2060
        13         13        259
        13         13        744
        13         13       4173
        13         13       4254
        14         14        281
        14         14        472
        14         14       1827
        14         14       2832
        14         14       3421
        14         14       4844
        15         15        338
        15         15        813
        15         15       1597
        15         15       1903
        15         15       2223
        15         15       3147
        16         16        300
        16         16       1799
        16         16       1882
        16         16       4189
        17         17        188
        17         17       3758
        17         17       4311
        18         18        300
        18         18       1755
        18         18       2764
        18         18       2953
        19         19         36
        19         19        274
        19         19        617
        19         19       4391
        19         19       4754
        20         20       2552
        20         20       3133
        21         21       1152
        21         21       2139
        21         21       4323
        21         21       4782
        22         22        539
        22         22        553
        22         22        772
        22         22       1039
        22         22       1349
        22         22       2289
        23         23         28
        23         23        147
        23         23        700
        23         23        954
        23         23       1159
        23         23       3054
        24         24        560
        24         24       1713
        25         25       2141
        25         25       2997
        26         26        663
        26         26       3668
        26         26       4915
        26         26       4922
        26         26       4929
        27         27        874
        27         27       1821
        27         27       3963
        27         27       4198
        28         28        909
        28         28       2466
        28         28       3644
        29         29        200
        29         29        924
        29         29       1123
        29         29       1443
        29         29       2964
        29         29       3831
        30         30        559
        30         30        647
        30         30        992
        30         30       3005
        30         30       3013
        30         30       3625
        30         30       4197
        30         30       4558
        31         31        571
        31         31        738
        31         31        909
        31         31       2914
        31         31       3351
        31         31       4059
        32         32        116
        32         32        973
        32         32       4660
        33         33       1822
        33         33       2025
        33         33       2842
        34         34        603
        34         34        655
        34         34       3806
        35         35          8
        35         35        558
        35         35       3970
