         1          1         42
         1          1        471
         1          1        553
         1          1        644
         1          1        790
         1          1        838
         2          2        325
         2          2        397
         2          2        510
         2          2        629
         2          2        656
         2          2        716
         2          2        772
         3          3         56
         3          3        521
         4          4        321
         4          4        350
         4          4        459
         4          4        524
         4          4        543
         4          4        578
         4          4        592
         4          4        599
         4          4        622
         5          5          7
         5          5         46
         5          5        432
         5          5        543
         5          5        819
         5          5        981
         6          6         39
         6          6        547
         6          6        553
         6          6        794
         7          7         29
         7          7         38
         7          7        152
         7          7        336
         7          7        412
         7          7        429
         7          7        766
         8          8        306
         8          8        388
         8          8        870
         8          8        894
         8          8        962
         9          9         80
         9          9        108
         9          9        304
         9          9        964
         9          9        994
        10         10        107
        10         10        163
        10         10        437
        10         10        629
        10         10        815
        11         11        405
        11         11        420
        11         11        443
        11         11        561
        11         11        566
        11         11        813
        12         12        188
        12         12        214
        12         12        418
        13         13         48
        13         13        137
        13         13        837
        13         13        858
        14         14         51
        14         14         86
        14         14        374
        14         14        571
        14         14        684
        14         14        970
        15         15         63
        15         15        146
        15         15        325
        15         15        395
        15         15        444
        15         15        628
        16         16         60
        16         16        371
        16         16        387
        16         16        840
        17         17         38
        17         17        764
        17         17        868
        18         18         60
        18         18        360
        18         18        557
        18         18        592
        19         19          8
        19         19         50
        19         19        117
        19         19        877
        19         19        954
        20         20        519
        20         20        624
        21         21        221
        21         21        432
        21         21        870
        21         21        959
        22         22         99
        22         22        102
        22         22        139
        22         22        194
        22         22        266
        22         22        462
        23         23          7
        23         23         35
        23         23        127
        23         23        172
        23         23        221
        23         23        607
        24         24        106
        24         24        351
        25         25        432
        25         25        599
        26         26        124
        26         26        740
        26         26        988
        26         26        989
        26         26        990
        27         27        155
        27         27        374
        27         27        806
        27         27        848
        28         28        167
        28         28        497
        28         28        733
        29         29         39
        29         29        169
        29         29        214
        29         29        287
        29         29        593
        29         29        778
        30         30        106
        30         30        123
        30         30        182
        30         30        601
        30         30        729
        30         30        847
        30         30        911
        31         31        107
        31         31        135
        31         31        167
        31         31        589
        31         31        673
        31         31        820
        32         32         25
        32         32        179
        32         32        934
        33         33        374
        33         33        414
        33         33        571
        34         34        116
        34         34        123
        34         34        773
        35         35          3
        35         35        105
        35         35        806
        36         36        201
        36         36        682
        36         36        803
        36         36        916
        37         37        404
        37         37        668
        38         38         36
        38         38        416
        38         38        719
        39         39         47
        39         39        148
        39         39        238
        39         39        278
        39         39        368
        39         39        446
        39         39        544
        39         39        584
        40         40         47
        40         40        471
        40         40        855
        40         40        970
        41         41        772
        41         41        961
        42         42        328
        42         42        447
        42         42        456
        42         42        692
        42         42        737
        42         42        934
        42         42        994
        43         43         21
        43         43         83
        43         43        255
        43         43        803
        43         43        981
        44         44        371
        44         44        477
        44         44        773
        45         45          7
        45         45        245
        45         45        644
        45         45        733
        45         45        946
        46         46        744
        47         47        813
        47         47        874
        47         47        991
        48         48        119
        48         48        571
        48         48        909
        49         49         11
        49         49        137
        49         49        418
        50         50         15
        50         50        283
        50         50        472
        50         50        776
        50         50        884
        51         51        274
        51         51        682
        51         51        835
        52         52        166
        52         52        473
        52         52        707
        53         53        182
        53         53        281
        53         53        442
        53         53        506
        53         53        682
        53         53        820
        53         53        845
        54         54        441
        54         54        456
        54         54        487
        54         54        756
        54         54        801
        54         54        832
        55         55        144
        55         55        280
        55         55        335
        55         55        574
        55         55        582
        56         56        543
        56         56        834
        57         57         17
        57         57        625
        57         57        874
        58         58        221
        58         58        416
        58         58        575
        58         58        595
        59         59         38
        59         59        310
        59         59        348
        59         59        439
        59         59        583
        59         59        629
        59         59        789
        60         60        500
        60         60        613
        60         60        624
        60         60        859
        61         61         40
        61         61         42
        61         61         95
        61         61        240
        61         61        532
        61         61        561
        61         61        647
        61         61        827
        62         62        127
        62         62        344
        62         62        537
        62         62        540
        63         63         38
        63         63        416
        63         63        559
        63         63        656
        63         63        858
        63         63        931
        64         64         52
        64         64        182
        64         64        425
        65         65        173
        65         65        288
        65         65        620
        66         66          9
        66         66         51
        66         66         67
        66         66         69
        66         66        241
        66         66        348
        67         67        132
        67         67        300
        67         67        874
        67         67        988
        68         68        403
        68         68        438
        69         69         36
        69         69        277
        69         69        562
        70         70        185
        70         70        429
        70         70        601
        71         71         18
        71         71        219
        71         71        255
        71         71        501
        71         71        575
        71         71        709
        71         71        721
        71         71        806
        72         72          9
        72         72        100
        72         72        103
        72         72        242
        72         72        439
        72         72        829
        72         72        877
        73         73         38
        73         73        295
        73         73        319
        73         73        325
        74         74         50
        75         75        127
        75         75        241
        75         75        952
        76         76        220
        76         76        456
        76         76        786
        76         76        826
        77         77        613
        77         77        830
        77         77        884
        77         77        990
        78         78        179
        78         78        519
        78         78        607
        78         78        925
        79         79        274
        79         79        592
        79         79        709
        79         79        807
        79         79        895
        80         80        118
        80         80        241
        80         80        259
        80         80        662
        80         80        946
        80         80        962
        81         81         61
        81         81        117
        81         81        173
        81         81        439
        81         81        520
        81         81        604
        81         81        737
        82         82        378
        82         82        500
        82         82        592
        82         82        991
        83         83         14
        83         83        194
        83         83        259
        83         83        414
        83         83        766
        84         84         93
        84         84        472
        84         84        955
        85         85        147
        85         85        155
        85         85        647
        85         85        815
        85         85        835
        86         86        146
        86         86        246
        86         86        306
        86         86        732
        87         87        188
        87         87        274
        87         87        353
        87         87        397
        88         88        205
        88         88        284
        88         88        593
        89         89        344
        89         89        519
        90         90        123
        90         90        297
        90         90        646
        90         90        868
        90         90        988
        91         91        300
        91         91        369
        91         91        722
        91         91        735
        91         91        776
        92         92        335
        92         92        531
        92         92        561
        92         92        599
        92         92        629
        92         92        994
        93         93         69
        93         93        188
        93         93        447
        93         93        692
        93         93        722
        93         93        825
        93         93        893
        93         93        934
        94         94        124
        94         94        255
        94         94        530
        94         94        558
        94         94        719
        94         94        837
        94         94        855
        94         94        931
        94         94        981
        95         95        204
        95         95        432
        95         95        740
        96         96        209
        96         96        234
        96         96        320
        96         96        321
        96         96        463
        96         96        711
        97         97         36
        97         97        453
        97         97        523
        97         97        631
        97         97        676
        98         98        325
        98         98        778
        98         98        790
        99         99        829
        99         99        832
        99         99        921
       100        100         14
       100        100        395
       100        100        666
       100        100        828
       100        100        867
       100        100        985
       101        101        348
       101        101        705
       101        101        724
       102        102        328
       102        102        517
       102        102        648
       102        102        799
       102        102        920
       103        103        179
       103        103        246
       103        103        322
       103        103        339
       104        104        559
       105        105        176
       105        105        179
       105        105        360
       105        105        399
       105        105        425
       105        105        682
       105        105        777
       106        106        238
       106        106        357
       106        106        358
       106        106        874
       106        106        896
       107        107         60
       107        107         85
       107        107        371
       107        107        387
       107        107        456
       108        108        371
       108        108        444
       108        108        494
       108        108        666
       109        109        318
       109        109        325
       109        109        904
       109        109        931
       109        109        952
       110        110         69
       110        110        829
       111        111        154
       111        111        226
       111        111        416
       111        111        494
       111        111        772
       111        111        884
       111        111        961
       112        112        360
       112        112        545
       112        112        653
       113        113        124
       113        113        291
       113        113        306
       113        113        628
       113        113        734
       113        113        938
       114        114         47
       114        114        476
       114        114        544
       114        114        673
       114        114        807
       115        115        178
       115        115        514
       115        115        623
       115        115        643
       116        116        527
       116        116        837
       116        116        859
       116        116        961
       117        117         21
       117        117         62
       117        117         67
       117        117         87
       117        117        229
       117        117        371
       117        117        592
       117        117        767
       117        117        815
       117        117        827
       118        118        124
       118        118        221
       118        118        332
       118        118        484
       118        118        612
       118        118        707
       118        118        855
       119        119         17
       119        119        119
       119        119        208
       119        119        764
       119        119        782
       120        120        300
       120        120        337
       120        120        429
       120        120        579
       121        121         68
       121        121        151
       121        121        383
       121        121        624
       121        121        682
       121        121        993
       122        122        559
       122        122        852
       122        122        874
       123        123        137
       123        123        307
       123        123        492
       123        123        524
       123        123        572
       123        123        634
       123        123        707
       123        123        924
       123        123        934
       123        123        949
       124        124          8
       124        124        368
       124        124        416
       124        124        438
       124        124        682
       124        124        778
       124        124        970
       125        125        628
       126        126         74
       126        126        235
       127        127        146
       127        127        316
       127        127        486
       127        127        507
       127        127        570
       127        127        710
       128        128         28
       128        128        209
       128        128        578
       128        128        806
       128        128        987
       129        129        402
       130        130        247
       130        130        623
       130        130        744
       130        130        959
       131        131         20
       131        131         27
       131        131        813
       131        131        868
       131        131        912
       131        131        981
       132        132         78
       132        132        157
       132        132        737
       133        133        111
       133        133        481
       133        133        778
       134        134         56
       134        134        729
       134        134        951
       135        135         18
       135        135         81
       135        135        118
       135        135        289
       135        135        433
       135        135        482
       135        135        490
       135        135        553
       135        135        806
       136        136        491
       136        136        674
       136        136        925
       137        137        648
       137        137        799
       138        138        117
       138        138        423
       138        138        988
       139        139         36
       139        139         48
       139        139         94
       139        139        471
       139        139        670
       140        140        238
       140        140        282
       140        140        368
       140        140        673
       141        141        119
       141        141        830
       142        142        369
       142        142        398
       142        142        707
       142        142        888
       142        142        932
       143        143          7
       143        143         51
       143        143        364
       143        143        486
       143        143        733
       143        143        745
       143        143        753
       143        143        782
       143        143        863
       144        144        124
       144        144        154
       144        144        415
       144        144        416
       144        144        690
       144        144        858
       145        145         33
       145        145        116
       145        145        238
       145        145        339
       145        145        347
       145        145        796
       146        146        909
       146        146        970
       147        147        117
       147        147        132
       147        147        205
       147        147        490
       147        147        827
       147        147        868
       147        147        988
       148        148        222
       148        148        350
       149        149        214
       149        149        414
       149        149        766
       149        149        808
       149        149        827
       149        149        959
       149        149        992
       150        150        281
       150        150        467
       150        150        553
       150        150        808
       151        151        123
       151        151        388
       151        151        459
       151        151        811
       152        152         48
       152        152         62
       152        152         73
       152        152        154
       152        152        221
       152        152        613
       152        152        778
       152        152        996
       153        153        125
       153        153        150
       153        153        214
       153        153        791
       153        153        803
       154        154         87
       154        154        124
       154        154        293
       154        154        316
       154        154        392
       155        155        227
       155        155        569
       155        155        732
       155        155        883
       155        155        910
       156        156        132
       156        156        336
       156        156        557
       156        156        673
       156        156        959
       157        157        838
       158        158         80
       158        158        258
       158        158        316
       158        158        486
       159        159        110
       159        159        395
       159        159        782
       159        159        825
       160        160        443
       160        160        604
       161        161          6
       161        161        147
       161        161        399
       162        162        142
       162        162        410
       162        162        601
       162        162        609
       162        162        709
       162        162        973
       163        163         43
       163        163         73
       163        163        132
       163        163        191
       163        163        223
       163        163        246
       164        164        339
       165        165        136
       165        165        190
       165        165        228
       165        165        258
       165        165        364
       165        165        941
       166        166        217
       166        166        259
       166        166        806
       166        166        850
       167        167        316
       167        167        540
       167        167        871
       167        167        892
       168        168        491
       168        168        925
       168        168        934
       168        168        964
       168        168        996
       169        169        277
       169        169        360
       169        169        477
       169        169        524
       169        169        753
       169        169        952
       170        170        412
       170        170        432
       170        170        820
       170        170        858
       170        170        938
       171        171        558
       171        171        837
       171        171        925
       171        171        962
       171        171        999
       172        172        111
       172        172        117
       172        172        199
       173        173         17
       173        173        372
       173        173        953
       174        174        203
       174        174        328
       174        174        430
       174        174        444
       174        174        578
       174        174        909
       174        174        988
       175        175        209
       175        175        382
       175        175        813
       176        176         15
       176        176         38
       176        176        319
       176        176        676
       176        176        734
       176        176        981
       177        177        127
       177        177        733
       177        177        784
       177        177        790
       177        177        912
       178        178        214
       178        178        395
       178        178        404
       178        178        460
       178        178        949
       179        179        163
